,Unnamed: 0,Unnamed: 0.1,ExpID,DataSetID,wellID,treatment,conc_uM,Medium,plateID,tp,tp.live,measurement,obj,cell_line,mitoT_conc,Plate_type,size,extra_zoom,In_Focuse,id,picture,wellID2,info_for_ws170,channel_mitotracker,grayMitoImages,segmentedMitoImages,clusifiedMitoImages
344,344,1084,WS070,WS070_1,G05,oligomycin,50.0,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,542,1,G05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G05_1/ws070_search-round_1xy77c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G05_1_TP.png
345,345,1085,WS070,WS070_1,G05,oligomycin,50.0,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,542,2,G05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G05_2/ws070_search-round_1xy78c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G05_2_TP.png
346,346,1086,WS070,WS070_1,G06,oligomycin,0.5,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,543,1,G06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G06_1/ws070_search-round_1xy75c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G06_1_TP.png
347,347,1087,WS070,WS070_1,G06,oligomycin,0.5,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,543,2,G06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G06_2/ws070_search-round_1xy76c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G06_2_TP.png
348,348,1088,WS070,WS070_1,G07,oligomycin,0.05,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,544,1,G07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G07_1/ws070_search-round_1xy73c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G07_1_TP.png
349,349,1089,WS070,WS070_1,G07,oligomycin,0.05,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,544,2,G07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G07_2/ws070_search-round_1xy74c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G07_2_TP.png
350,350,1090,WS070,WS070_1,G08,oligomycin,0.005,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,545,1,G08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G08_1/ws070_search-round_1xy71c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G08_1_TP.png
351,351,1091,WS070,WS070_1,G08,oligomycin,0.005,glucose,1,1.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,545,2,G08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_1/Images/tiff_wells_TP1/G08_2/ws070_search-round_1xy72c2.tif,/data/yangh/MitoTData_20200427_B/WS070_1_G08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_1_G08_2_TP.png
352,352,1092,WS070,WS070_2,B02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,504,1,B02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B02_1/ws070_image-round_1_xy01c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B02_1_TP.png
353,353,1093,WS070,WS070_2,B02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,504,2,B02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B02_2/ws070_image-round_1_xy02c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B02_2_TP.png
354,354,1094,WS070,WS070_2,B03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,505,1,B03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B03_1/ws070_image-round_1_xy03c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B03_1_TP.png
355,355,1095,WS070,WS070_2,B03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,505,2,B03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B03_2/ws070_image-round_1_xy04c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B03_2_TP.png
356,356,1096,WS070,WS070_2,B04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,506,1,B04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B04_1/ws070_image-round_1_xy05c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B04_1_TP.png
357,357,1097,WS070,WS070_2,B04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,506,2,B04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B04_2/ws070_image-round_1_xy06c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B04_2_TP.png
358,358,1098,WS070,WS070_2,B05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,507,1,B05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B05_1/ws070_image-round_1_xy07c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B05_1_TP.png
359,359,1099,WS070,WS070_2,B05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,507,2,B05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B05_2/ws070_image-round_1_xy08c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B05_2_TP.png
360,360,1100,WS070,WS070_2,B06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,508,1,B06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B06_1/ws070_image-round_1_xy09c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B06_1_TP.png
361,361,1101,WS070,WS070_2,B06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,508,2,B06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B06_2/ws070_image-round_1_xy10c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B06_2_TP.png
362,362,1102,WS070,WS070_2,B07,oligomycin,0.05,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,509,1,B07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B07_1/ws070_image-round_1_xy11c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B07_1_TP.png
363,363,1103,WS070,WS070_2,B07,oligomycin,0.05,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,509,2,B07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B07_2/ws070_image-round_1_xy12c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B07_2_TP.png
364,364,1104,WS070,WS070_2,B08,oligomycin,0.005,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,510,1,B08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B08_1/ws070_image-round_1_xy13c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B08_1_TP.png
365,365,1105,WS070,WS070_2,B08,oligomycin,0.005,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,510,2,B08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/B08_2/ws070_image-round_1_xy14c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_B08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_B08_2_TP.png
366,366,1106,WS070,WS070_2,C02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,511,1,C02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C02_1/ws070_image-round_1_xy27c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C02_1_TP.png
367,367,1107,WS070,WS070_2,C02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,511,2,C02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C02_2/ws070_image-round_1_xy28c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C02_2_TP.png
368,368,1108,WS070,WS070_2,C03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,512,1,C03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C03_1/ws070_image-round_1_xy25c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C03_1_TP.png
369,369,1109,WS070,WS070_2,C03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,512,2,C03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C03_2/ws070_image-round_1_xy26c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C03_2_TP.png
370,370,1110,WS070,WS070_2,C04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,513,1,C04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C04_1/ws070_image-round_1_xy23c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C04_1_TP.png
371,371,1111,WS070,WS070_2,C04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,513,2,C04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C04_2/ws070_image-round_1_xy24c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C04_2_TP.png
372,372,1112,WS070,WS070_2,C05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,514,1,C05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C05_1/ws070_image-round_1_xy21c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C05_1_TP.png
373,373,1113,WS070,WS070_2,C05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,514,2,C05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C05_2/ws070_image-round_1_xy22c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C05_2_TP.png
374,374,1114,WS070,WS070_2,C06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,515,1,C06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C06_1/ws070_image-round_1_xy19c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C06_1_TP.png
375,375,1115,WS070,WS070_2,C06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,515,2,C06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C06_2/ws070_image-round_1_xy20c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C06_2_TP.png
376,376,1116,WS070,WS070_2,C07,oligomycin,0.05,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,516,1,C07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C07_1/ws070_image-round_1_xy17c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C07_1_TP.png
377,377,1117,WS070,WS070_2,C07,oligomycin,0.05,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,516,2,C07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C07_2/ws070_image-round_1_xy18c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C07_2_TP.png
378,378,1118,WS070,WS070_2,C08,oligomycin,0.005,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,517,1,C08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C08_1/ws070_image-round_1_xy15c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C08_1_TP.png
379,379,1119,WS070,WS070_2,C08,oligomycin,0.005,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,517,2,C08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/C08_2/ws070_image-round_1_xy16c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_C08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_C08_2_TP.png
380,380,1120,WS070,WS070_2,D02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,518,1,D02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D02_1/ws070_image-round_1_xy29c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D02_1_TP.png
381,381,1121,WS070,WS070_2,D02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,518,2,D02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D02_2/ws070_image-round_1_xy30c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D02_2_TP.png
382,382,1122,WS070,WS070_2,D03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,519,1,D03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D03_1/ws070_image-round_1_xy31c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D03_1_TP.png
383,383,1123,WS070,WS070_2,D03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,519,2,D03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D03_2/ws070_image-round_1_xy32c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D03_2_TP.png
384,384,1124,WS070,WS070_2,D04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,520,1,D04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D04_1/ws070_image-round_1_xy33c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D04_1_TP.png
385,385,1125,WS070,WS070_2,D04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,520,2,D04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D04_2/ws070_image-round_1_xy34c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D04_2_TP.png
386,386,1126,WS070,WS070_2,D05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,521,1,D05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D05_1/ws070_image-round_1_xy35c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D05_1_TP.png
387,387,1127,WS070,WS070_2,D05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,521,2,D05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D05_2/ws070_image-round_1_xy36c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D05_2_TP.png
388,388,1128,WS070,WS070_2,D06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,522,1,D06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D06_1/ws070_image-round_1_xy37c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D06_1_TP.png
389,389,1129,WS070,WS070_2,D06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,522,2,D06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D06_2/ws070_image-round_1_xy38c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D06_2_TP.png
390,390,1130,WS070,WS070_2,D07,oligomycin,0.05,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,523,1,D07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D07_1/ws070_image-round_1_xy39c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D07_1_TP.png
391,391,1131,WS070,WS070_2,D07,oligomycin,0.05,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,523,2,D07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D07_2/ws070_image-round_1_xy40c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D07_2_TP.png
392,392,1132,WS070,WS070_2,D08,oligomycin,0.005,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,524,1,D08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D08_1/ws070_image-round_1_xy41c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D08_1_TP.png
393,393,1133,WS070,WS070_2,D08,oligomycin,0.005,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,524,2,D08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/D08_2/ws070_image-round_1_xy42c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_D08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_D08_2_TP.png
394,394,1134,WS070,WS070_2,E02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,525,1,E02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E02_1/ws070_image-round_1_xy55c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E02_1_TP.png
395,395,1135,WS070,WS070_2,E02,DMEM,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,525,2,E02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E02_2/ws070_image-round_1_xy56c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E02_2_TP.png
396,396,1136,WS070,WS070_2,E03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,526,1,E03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E03_1/ws070_image-round_1_xy53c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E03_1_TP.png
397,397,1137,WS070,WS070_2,E03,DMSO,0.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,526,2,E03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E03_2/ws070_image-round_1_xy54c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E03_2_TP.png
398,398,1138,WS070,WS070_2,E04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,527,1,E04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E04_1/ws070_image-round_1_xy51c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E04_1_TP.png
399,399,1139,WS070,WS070_2,E04,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,527,2,E04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E04_2/ws070_image-round_1_xy52c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E04_2_TP.png
400,400,1140,WS070,WS070_2,E05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,528,1,E05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E05_1/ws070_image-round_1_xy49c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E05_1_TP.png
401,401,1141,WS070,WS070_2,E05,oligomycin,50.0,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,528,2,E05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E05_2/ws070_image-round_1_xy50c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E05_2_TP.png
402,402,1142,WS070,WS070_2,E06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,529,1,E06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E06_1/ws070_image-round_1_xy47c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E06_1_TP.png
403,403,1143,WS070,WS070_2,E06,oligomycin,0.5,glucose,1,2.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,529,2,E06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_2/Images/tiff_wells_TP2/E06_2/ws070_image-round_1_xy48c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_2_E06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_2_E06_2_TP.png
